id,created_at,text
869170615881793536,2017-05-29 12:36:37,b'I look forward to paying my respects to our brave men and women on this Memorial Day at Arlington National Cemetery later this morning.'
869170351049240576,2017-05-29 12:35:34,"b'Today we remember the men and women who made the ultimate sacrifice in serving. Thank you, God bless your families &amp; God bless the USA!'"
869166145894535169,2017-05-29 12:18:52,"b'North Korea has shown great disrespect for their neighbor, China, by shooting off yet another ballistic missile...but China is trying hard!'"
869164414662049793,2017-05-29 12:11:59,"b'Honoring the men and women who made the ultimate sacrifice in service to America. Home of the free, because of the brave. #MemorialDay\xf0\x9f\x87\xba\xf0\x9f\x87\xb8'"
868985285207629825,2017-05-29 00:20:11,"b""The Fake News Media works hard at disparaging &amp; demeaning my use of social media because they don't want America to hear the real story!"""
868981969664843777,2017-05-29 00:07:01,"b'The massive TAX CUTS/REFORM that I have submitted is moving along in the process very well, actually ahead of schedule. Big benefits to all!'"
868979531641741313,2017-05-28 23:57:19,b'I suggest that we add more dollars to Healthcare and make it the best anywhere. ObamaCare is dead - the Republicans will do much better!'
868840252227674113,2017-05-28 14:43:53,b'British Prime Minister May was very angry that the info the U.K. gave to U.S. about Manchester was leaked. Gave me full details!'
868810522942164993,2017-05-28 12:45:45,b'Does anyone notice how the Montana Congressional race was such a big deal to Dems &amp; Fake News until the Republican won? V was poorly covered'
868810404335673344,2017-05-28 12:45:16,"b""....it is very possible that those sources don't exist but are made up by fake news writers. #FakeNews is the enemy!"""
868807754231820291,2017-05-28 12:34:44,"b""Whenever you see the words 'sources say' in the fake news media, and they don't mention names...."""
868807327130025984,2017-05-28 12:33:03,b'It is my opinion that many of the leaks coming out of the White House are fabricated lies made up by the #FakeNews media.'
868801710038372352,2017-05-28 12:10:43,b'Just returned from Europe. Trip was a great success for America. Hard work but big results!'
868799536420065281,2017-05-28 12:02:05,b'Big win in Montana for Republicans!'
868517059407335424,2017-05-27 17:19:37,"b'Bringing hundreds of billions of dollars back to the U.S.A. from the Middle East - which will mean JOBS, JOBS, JOBS!'"
868502563347451904,2017-05-27 16:22:01,b'I look forward to reading the @CommerceGov 232 analysis of steel and aluminum- to be released in June. Will take major action if necessary.'
