id,created_at,text
874002299688935424,2017-06-11 20:36:01,"b'\xf0\x9f\x8c\x9f@RuPaul is HERE. Shantay, you stay: https://t.co/EJOsFazFtu \xe2\x9d\xa4\xef\xb8\x8f #Pride2017 -Team KP #KPWWW https://t.co/hq88QGuQ87'"
873982241356918784,2017-06-11 19:16:18,"b""Nugget's still feeling fab from her powerful glam session! Now it's Katy's turn to glam with @patrickstarrr +\xe2\x80\xa6 https://t.co/ym7FRmjkpN"""
873973033639174144,2017-06-11 18:39:43,b'Did you miss something from #KPWWW? Go to https://t.co/oKi9zVYxWx to see highlights! -TeamKP https://t.co/NoD0HK4d0K'
873971617814069248,2017-06-11 18:34:05,b'When @JKCorden ruins your breakfast #KPWWW #TeamKP https://t.co/N3TsMEs7RB'
873951489944829952,2017-06-11 17:14:07,"b""Katy's been streaming for 62 hours! Celebrate life with @drdancake pancake art and @JKCorden now:\xe2\x80\xa6 https://t.co/0CgMOSW280"""
873810206597173248,2017-06-11 07:52:42,"b""Turn it up, it's your favorite song! Album listening pajama party starts now, listen along with Katy here:\xe2\x80\xa6 https://t.co/M08cjG8wQ3"""
873805253308801025,2017-06-11 07:33:01,b'Guess who will be surprising Katy with a wake-up call tomorrow morning?'
873791274691641344,2017-06-11 06:37:28,b'Submit to the sweet surrender.  Next on #KPWWW: a healing session with @VickyVlachonis! https://t.co/EJOsFazFtu -Te\xe2\x80\xa6 https://t.co/muPIpTAaDT'
873743058558373889,2017-06-11 03:25:53,b'@RidingShotgunLA with: @AmericaFerrera + @EbonyUceo \n@heather_rae22 @MaryaBangee @tonykchoi #ZariyaAllen @rpierswilliams'
873734814989393921,2017-06-11 02:53:07,"b""You've got those hungry \xf0\x9f\x91\x81\xf0\x9f\x91\x81  \n\n\xf0\x9f\x8d\xbd\xef\xb8\x8f + \xf0\x9f\x94\xa5 starts now with @RidingShotgunLA #KPWWW -TeamKP https://t.co/yFgC0wRZXU"""
873717947235131393,2017-06-11 01:46:06,b'Coming up: a conversation with @deray for @PodSavethePpl #KPWWW -TeamKP https://t.co/6PiXZ3Aom1'
873716802190098432,2017-06-11 01:41:33,"b""You have to get to LA on your own, but it will be worth the trip! We're picking 1 winner per hour. https://t.co/VPsN0gWKfo for details"""
873716542168375296,2017-06-11 01:40:31,b'Reminder! Post #kpsweepstakes on Instagram or Twitter for your chance to win tickets to the live stream finale concert on 6/12 at 4pm PT!'
873708600375427072,2017-06-11 01:08:57,b'Katy just announced a fan presale for her 5 newest \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 + \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 shows! Use the code SWISH to get \xf0\x9f\x8e\x9f\xef\xb8\x8f\xf0\x9f\x8e\x9f\xef\xb8\x8f to Witness the Tou\xe2\x80\xa6 https://t.co/32vQVku0d9'
873689362722021377,2017-06-10 23:52:31,"b'RT @YouTube: EXTRA, EXTRA, read (or watch) all about it! @ariannahuff is here for a chat. \xf0\x9f\x93\xb0 #KPWWW \xe2\x9e\xa1\xef\xb8\x8f https://t.co/ae2ENWaK4e https://t.co/\xe2\x80\xa6'"
873685825090756608,2017-06-10 23:38:27,b'I love you so much and hopefully in so many parallel universes as well. \xe2\x9d\xa4\xef\xb8\x8f https://t.co/XFJCExBBXu'
873678265487024128,2017-06-10 23:08:25,"b'Everything is falling into place! Next, @BGCA_Clubs w/ @MarioLopezExtra + Thrive pod w/ @ariannahuff\xe2\x80\xa6 https://t.co/Q86bPdRhyK'"
873655480458985472,2017-06-10 21:37:52,b'Nugget is also looking to be a @COVERGIRL #KPWWW #TeamKP https://t.co/ZkpJOVib45'
873648226414481408,2017-06-10 21:09:03,"b""Mirror mirror who's the fairest \xf0\x9f\x91\xb8 in all the land? Time for Katy to glam with @kandeejohnson + @ChrisAppleton1!\xe2\x80\xa6 https://t.co/TGpz62MULJ"""
873635965826326528,2017-06-10 20:20:20,"b'""Did you get any sleep?""\n""Yeah...everybody knows that!""\n#KPWWW #TeamKP https://t.co/qqXw0YFeaW'"
873620485363212293,2017-06-10 19:18:49,b'#KPWWW https://t.co/EJOsFazFtu @YouTube https://t.co/Ocf0bJQDxI'
873604728675983360,2017-06-10 18:16:12,"b""Mind still blown from Katy's convo with @neiltyson? Meditate now with Katy + @TaraBrach on @YouTube:\xe2\x80\xa6 https://t.co/JQZKpg4MR0"""
873585700469301249,2017-06-10 17:00:36,b'Get #WITNESS + 2 tracks only at @Target\xe2\x9d\x97\xef\xb8\x8fhttps://t.co/G7BwqHVJih'
873453355481219072,2017-06-10 08:14:42,b'@RetroDruid spiraling'
873452638364250112,2017-06-10 08:11:51,b'@dwitness24 lolololol'
873451869724594180,2017-06-10 08:08:48,"b""@Andreas17Ch We are gonna share highlights while I'm sleeping. \xe2\x9d\xa4\xef\xb8\x8f"""
873451742033137664,2017-06-10 08:08:17,b'@magda_perry hi mom'
